id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
21837,0.336805,tcp,smtp,FIN,52,42,37210,3380,276.124178,31,29,866851.75,78383.64063,18,8,6.72894,8.201927,652.390181,21.447137,255,1426322867,1427361025,255,0.000645,0.000523,0.000122,716,80,0,0,2,0,3,1,1,2,0,0,0,5,2,0,Normal,0
8707,0.014815,tcp,-,FIN,40,42,2558,23162,5467.431699,31,29,1347283.125,12209787.0,7,14,0.371974,0.357275,0.0,23.706153,255,2092786088,2108125180,255,0.000645,0.000521,0.000124,64,551,0,0,9,0,1,1,1,2,0,0,0,4,1,0,Normal,0
103806,1.775427,tcp,http,FIN,10,8,876,354,9.575161,254,252,3555.201172,1396.847046,2,1,197.269667,237.439281,12147.62849,460.41125,255,844226802,2964409203,255,0.145644,0.095763,0.049881,88,44,1,0,1,1,1,1,1,2,0,0,1,1,1,0,Reconnaissance,1
39188,4.510881,tcp,-,FIN,190,328,11030,405528,114.611759,31,29,19458.72656,717007.625,17,137,23.865429,13.793244,8392.317514,6381.548193,255,1277806816,1328484931,255,0.00062,0.000489,0.000131,58,1236,0,0,10,0,7,2,1,2,0,0,0,4,10,0,Normal,0
18120,0.004907,udp,-,CON,4,4,568,304,1426.533559,31,29,694518.0625,371713.875,0,0,1.28,1.127333,1.801002,1.584391,0,0,0,0,0.0,0.0,0.0,142,76,0,0,20,0,5,1,1,6,0,0,0,7,12,0,Normal,0
82250,0.884028,tcp,-,FIN,10,8,534,354,19.23016,254,252,4352.803223,2805.341064,2,1,98.225333,121.611289,5515.530365,201.446063,255,3885274363,1040120304,255,0.145732,0.031721,0.114011,53,44,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Normal,0
66706,3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,2,2,3,0,0,0,3,3,0,Normal,0
110150,5e-06,udp,-,INT,2,0,188,0,200000.0051,254,0,150400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,94,0,0,0,2,2,1,1,1,1,0,0,0,34,1,0,Shellcode,1
119688,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,Reconnaissance,1
71989,1.217451,tcp,-,FIN,30,18,26912,936,38.605251,254,252,170947.3281,5808.85791,12,4,41.98107,67.747297,3762.728804,95.256898,255,3700664632,2054763653,255,0.104886,0.046378,0.058508,897,52,0,0,5,1,1,1,1,4,0,0,0,1,4,0,Normal,0
54459,0.584115,tcp,-,FIN,14,8,4482,432,35.951823,254,252,57002.47266,5177.0625,4,2,42.685076,77.001711,2369.770349,91.010523,255,663663112,92181707,255,0.122515,0.045102,0.077413,320,54,0,0,13,1,2,1,1,1,0,0,0,6,2,0,Exploits,1
51662,1.121163,tcp,-,FIN,14,12,786,678,22.298274,254,252,5208.876953,4438.248535,4,4,86.220228,97.097273,4157.726966,123.343984,255,699464749,3979148263,255,0.18195,0.053083,0.128867,56,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
53236,0.876428,tcp,-,FIN,14,10,5028,554,26.242886,254,252,42618.44531,4554.852051,4,2,59.100997,92.614336,4181.401678,140.419609,255,900095898,906289249,255,0.096731,0.042892,0.053839,359,55,0,0,4,1,1,1,1,1,0,0,0,2,2,0,Generic,1
64851,0.612969,tcp,ftp-data,FIN,8,10,364,3754,27.733867,62,252,4163.342773,44100.10938,1,3,87.567,63.945556,5883.005871,5030.144639,255,2916584312,4260299067,255,0.088795,0.036855,0.05194,46,375,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
95991,0.520202,tcp,http,FIN,10,6,952,268,28.834954,254,252,13179.49609,3444.815674,2,1,57.800222,85.542797,2933.08436,144.488687,255,2232764131,563263121,255,0.19631,0.091868,0.104442,95,45,0,0,1,1,2,1,1,1,0,0,0,2,2,0,Exploits,1
67557,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,40,2,14,14,1,39,0,0,0,14,39,0,Normal,0
40090,0.006989,tcp,-,FIN,24,20,2158,1918,6152.525486,31,29,2368293.0,2086707.75,6,5,0.30387,0.316632,0.0,19.047024,255,1659467824,3805081540,255,0.000647,0.000485,0.000162,90,96,0,0,4,0,3,1,1,2,0,0,0,3,4,0,Normal,0
120377,0.961803,tcp,ftp-data,FIN,8,8,364,768,15.595709,62,252,2653.349854,5589.501953,1,2,137.400433,126.948141,9258.890199,249.377328,255,1144504532,2513528588,255,0.11001,0.072393,0.037617,46,96,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
76255,0.281085,tcp,http,FIN,10,8,804,1586,60.479923,62,252,20605.86523,39504.0625,2,2,31.231667,37.91243,1540.793989,53.488633,255,2546093900,1524944201,255,0.062247,0.014943,0.047304,80,198,1,366,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
37345,1.3e-05,udp,-,INT,2,0,1066,0,76923.07779,254,0,328000000.0,0.0,0,0,0.013,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,28,2,4,4,1,28,0,0,0,4,30,0,Normal,0
78350,0.928114,tcp,-,FIN,10,8,534,354,18.316715,254,252,4146.04248,2672.085449,2,1,103.123778,124.976859,5656.214091,223.411969,255,1853780880,3171853785,255,0.113591,0.052499,0.061092,53,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
593,0.776257,tcp,-,FIN,16,18,1540,1644,42.511695,31,29,14881.66992,16005.00879,4,4,51.685467,40.067824,3106.753612,83.958508,255,724524640,3155435981,255,0.095991,0.095103,0.000888,96,91,0,0,9,0,12,9,1,6,0,0,0,11,10,0,Normal,0
6576,0.184072,tcp,http,FIN,10,6,880,268,81.489851,254,252,34421.3125,9735.321289,2,1,20.452444,32.372,1021.222549,62.366172,255,2501432748,742036447,255,0.051015,0.006623,0.044392,88,45,1,0,2,1,1,1,1,1,0,0,1,1,2,0,Exploits,1
141478,2.663683,tcp,http,FIN,26,108,1492,135786,49.930868,62,252,4309.822266,404039.0938,2,52,106.539918,24.200608,5075.303009,2928.568034,255,1990746921,3879142642,255,0.184289,0.074217,0.110072,57,1257,1,65475,2,1,1,2,1,1,0,0,1,2,1,0,Exploits,1
79350,2.159433,tcp,-,FIN,10,8,1506,354,7.872437,254,252,5023.541016,1148.449707,2,1,239.835778,292.261156,14807.60386,543.46975,255,1362743720,4131227569,255,0.183667,0.1136,0.070067,151,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0
61114,1.579064,tcp,-,FIN,10,8,564,354,10.765871,254,252,2573.676514,1570.550659,2,1,175.330111,209.417,13263.99915,331.859469,255,2162625259,136867080,255,0.174373,0.113135,0.061238,56,44,0,0,9,1,1,1,1,1,0,0,0,3,1,0,Reconnaissance,1
66032,7.035784,tcp,-,REQ,4,0,180,0,0.426392,254,0,153.501022,0.0,3,0,2345.26125,0.0,3316.689,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,13,6,4,1,1,12,0,0,0,4,13,0,Normal,0
42532,1.459821,tcp,-,FIN,14,14,2054,764,18.495418,254,252,10456.07617,3890.887939,4,4,112.293921,107.218078,5746.35832,159.039109,255,1245530004,3045588929,255,0.211475,0.06468,0.146795,147,55,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Normal,0
168339,0.895772,tcp,-,FIN,10,8,2516,354,18.978044,254,252,20228.36133,2768.561768,2,1,94.208556,118.004289,5680.605069,180.171266,255,3447790577,2960719219,255,0.106462,0.069737,0.036725,252,44,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
107886,2.868882,tcp,http,FIN,32,164,1758,207099,67.97073,62,252,4751.676758,573985.25,2,79,92.544584,17.543414,6588.596202,3144.528028,255,2542875934,1737032091,255,0.092589,0.025947,0.066642,55,1263,1,99994,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
12717,1.117983,tcp,http,FIN,12,18,1580,10168,25.939572,31,29,10368.67285,68723.76563,3,5,101.603815,65.731412,9587.955096,7719.61178,255,1179258685,1180861761,255,0.000705,0.000545,0.00016,132,565,1,3924,1,0,3,1,1,1,0,0,1,1,4,0,Normal,0
78759,2.491153,tcp,-,FIN,10,8,862,354,6.824149,254,252,2492.018799,995.522949,2,1,276.726333,338.630156,17397.51484,504.325219,255,1948701657,2713156990,255,0.266663,0.120738,0.145925,86,44,0,0,1,1,3,1,1,1,0,0,0,1,3,0,Normal,0
40180,0.058549,tcp,-,FIN,84,86,4862,77276,2886.471072,31,29,656544.0625,10436113.0,7,36,0.700542,0.683012,40.987511,40.106962,255,383980555,2562514554,255,0.000633,0.00049,0.000143,58,899,0,0,6,0,2,1,1,1,0,0,0,3,8,0,Normal,0
8864,0.29186,tcp,-,FIN,12,8,1548,412,65.099702,254,252,38895.35938,9895.154297,3,2,26.532727,38.058145,1360.024099,59.10334,255,3183358904,2418567940,255,0.062393,0.013717,0.048676,129,52,0,0,1,1,1,1,1,1,0,0,0,8,2,0,Exploits,1
121987,1.334548,tcp,http,FIN,10,8,812,2722,12.738395,62,252,4382.007812,14278.99219,2,2,148.154667,178.138281,7660.375146,312.5025,255,1927266813,3315079092,255,0.269286,0.087579,0.181707,81,340,1,963,2,1,2,2,2,2,0,0,4,2,2,0,Exploits,1
47209,0.65618,tcp,-,FIN,10,8,564,354,25.907524,254,252,6193.422363,3779.450684,2,1,72.908889,90.469141,5685.272618,138.929313,255,2257737765,3194401407,255,0.073602,0.022348,0.051254,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
92168,1.781412,tcp,http,FIN,10,10,842,1668,10.665697,62,252,3404.04126,6745.210938,2,2,197.934667,187.722672,11733.77184,420.207969,255,1275668179,2787112102,255,0.173654,0.091248,0.082406,84,167,1,368,1,1,1,1,1,2,0,0,1,1,1,0,Exploits,1
30986,0.001064,udp,dns,CON,2,2,146,178,2819.548997,31,29,548872.1875,669172.9375,0,0,0.01,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,2,1,1,0,0,0,6,2,0,Normal,0
38286,0.015898,tcp,-,FIN,40,42,2542,23508,5094.980357,31,29,1247452.5,11548119.0,7,14,0.399513,0.362878,26.082548,25.53674,255,2500016906,2523152175,255,0.001159,0.001016,0.000143,64,560,0,0,11,0,4,1,1,1,0,0,0,4,4,0,Normal,0
12665,0.011106,tcp,-,FIN,38,40,2438,19266,6933.189091,31,29,1710066.625,13531424.0,7,13,0.290838,0.269308,0.0,15.361355,255,2521801388,2546205509,255,0.000738,0.000599,0.000139,64,482,0,0,6,0,4,1,1,2,0,0,0,11,4,0,Normal,0
35297,0.132198,tcp,-,FIN,24,20,2158,1918,325.269657,31,29,125206.125,110319.3672,6,5,5.747739,6.922579,400.065637,445.343666,255,2346989436,2347256890,255,0.000635,0.000512,0.000123,90,96,0,0,9,0,1,1,1,1,0,0,0,4,5,0,Normal,0
52742,0.523813,tcp,-,FIN,10,6,534,268,28.636173,254,252,7346.132812,3421.068115,2,0,10832.6876,18054.334,1077980.85,40185.72,255,3781964560,1067868992,255,0.140668,0.075099,0.065569,53,45,0,0,6,1,6,5,2,5,0,0,0,6,10,0,Fuzzers,1
61773,1.059831,tcp,ftp,FIN,20,22,1104,1620,38.685412,62,252,7918.243164,11677.33301,7,9,55.728738,49.837856,3130.115977,2847.467666,255,1500047223,1667943858,255,0.060769,0.013234,0.047535,55,74,0,0,1,1,2,1,1,2,1,1,0,27,1,0,Exploits,1
